ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1765,1765,Meena Sharma,32,6,2,1,2
1766,1766,Kavita Joshi,33,7,3,2,1
1767,1767,Sanjay Reddy,34,8,4,3,2
1768,1768,Rajesh Bhat,35,1,5,4,1
1769,1769,Anita Singh,36,2,6,5,2
1770,1770,Priya Sharma,37,3,7,1,1
1771,1771,Rahul Joshi,38,4,1,2,2
1772,1772,Deepak Reddy,39,5,2,3,1
1773,1773,Aisha Bhat,40,6,3,4,2
1774,1774,Siddharth Singh,41,7,4,5,1
1775,1775,Meena Sharma,42,8,5,1,2
1776,1776,Kavita Joshi,43,1,6,2,1
1777,1777,Sanjay Reddy,44,2,7,3,2
1778,1778,Rajesh Bhat,45,3,1,4,1
1779,1779,Anita Singh,46,4,2,5,2
1780,1780,Priya Sharma,47,5,3,1,1
1781,1781,Rahul Joshi,48,6,4,2,2
1782,1782,Deepak Reddy,49,7,5,3,1
1783,1783,Aisha Bhat,50,8,6,4,2
1784,1784,Siddharth Singh,51,1,7,5,1
1785,1785,Meena Sharma,52,2,1,1,2
1786,1786,Kavita Joshi,53,3,2,2,1
1787,1787,Sanjay Reddy,54,4,3,3,2
1788,1788,Rajesh Bhat,55,5,4,4,1
1789,1789,Anita Singh,56,6,5,5,2
1790,1790,Priya Sharma,57,7,6,1,1
1791,1791,Rahul Joshi,58,8,7,2,2
1792,1792,Deepak Reddy,59,1,1,3,1
1793,1793,Aisha Bhat,60,2,2,4,2
1794,1794,Siddharth Singh,61,3,3,5,1
1795,1795,Meena Sharma,62,4,4,1,2
1796,1796,Kavita Joshi,63,5,5,2,1
1797,1797,Sanjay Reddy,64,6,6,3,2
1798,1798,Rajesh Bhat,65,7,7,4,1
1799,1799,Anita Singh,66,8,1,5,2
1800,1800,Priya Sharma,22,1,2,1,1
1801,1801,Rahul Joshi,23,2,3,2,2
1802,1802,Deepak Reddy,24,3,4,3,1
1803,1803,Aisha Bhat,25,4,5,4,2
1804,1804,Siddharth Singh,26,5,6,5,1
1805,1805,Meena Sharma,27,6,7,1,2
1806,1806,Kavita Joshi,28,7,1,2,1
1807,1807,Sanjay Reddy,29,8,2,3,2
1808,1808,Rajesh Bhat,30,1,3,4,1
1809,1809,Anita Singh,31,2,4,5,2
1810,1810,Priya Sharma,32,3,5,1,1
1811,1811,Rahul Joshi,33,4,6,2,2
1812,1812,Deepak Reddy,34,5,7,3,1
1813,1813,Aisha Bhat,35,6,1,4,2
1814,1814,Siddharth Singh,36,7,2,5,1
1815,1815,Meena Sharma,37,8,3,1,2
1816,1816,Kavita Joshi,38,1,4,2,1
1817,1817,Sanjay Reddy,39,2,5,3,2
1818,1818,Rajesh Bhat,40,3,6,4,1
1819,1819,Anita Singh,41,4,7,5,2
1820,1820,Priya Sharma,42,5,1,1,1
1821,1821,Rahul Joshi,43,6,2,2,2
1822,1822,Deepak Reddy,44,7,3,3,1
1823,1823,Aisha Bhat,45,8,4,4,2
1824,1824,Siddharth Singh,46,1,5,5,1
1825,1825,Meena Sharma,47,2,6,1,2
1826,1826,Kavita Joshi,48,3,7,2,1
1827,1827,Sanjay Reddy,49,4,1,3,2
1828,1828,Rajesh Bhat,50,5,2,4,1
1829,1829,Anita Singh,51,6,3,5,2
1830,1830,Priya Sharma,52,7,4,1,1
1831,1831,Rahul Joshi,53,8,5,2,2
1832,1832,Deepak Reddy,54,1,6,3,1
1833,1833,Aisha Bhat,55,2,7,4,2
1834,1834,Siddharth Singh,56,3,1,5,1
1835,1835,Meena Sharma,57,4,2,1,2
1836,1836,Kavita Joshi,58,5,3,2,1
1837,1837,Sanjay Reddy,59,6,4,3,2
1838,1838,Rajesh Bhat,60,7,5,4,1
1839,1839,Anita Singh,61,8,6,5,2
1840,1840,Priya Sharma,62,1,7,1,1
1841,1841,Rahul Joshi,63,2,1,2,2
1842,1842,Deepak Reddy,64,3,2,3,1
1843,1843,Aisha Bhat,65,4,3,4,2
1844,1844,Siddharth Singh,66,5,4,5,1
1845,1845,Meena Sharma,22,6,5,1,2
1846,1846,Kavita Joshi,23,7,6,2,1
1847,1847,Sanjay Reddy,24,8,7,3,2
1848,1848,Rajesh Bhat,25,1,1,4,1
1849,1849,Anita Singh,26,2,2,5,2
1850,1850,Priya Sharma,27,3,3,1,1
1851,1851,Rahul Joshi,28,4,4,2,2
1852,1852,Deepak Reddy,29,5,5,3,1
1853,1853,Aisha Bhat,30,6,6,4,2
1854,1854,Siddharth Singh,31,7,7,5,1
1855,1855,Meena Sharma,32,8,1,1,2
1856,1856,Kavita Joshi,33,1,2,2,1
1857,1857,Sanjay Reddy,34,2,3,3,2
1858,1858,Rajesh Bhat,35,3,4,4,1
1859,1859,Anita Singh,36,4,5,5,2
1860,1860,Priya Sharma,37,5,6,1,1
1861,1861,Rahul Joshi,38,6,7,2,2
1862,1862,Deepak Reddy,39,7,1,3,1
1863,1863,Aisha Bhat,40,8,2,4,2
1864,1864,Siddharth Singh,41,1,3,5,1
1865,1865,Meena Sharma,42,2,4,1,2
1866,1866,Kavita Joshi,43,3,5,2,1
1867,1867,Sanjay Reddy,44,4,6,3,2
1868,1868,Rajesh Bhat,45,5,7,4,1
1869,1869,Anita Singh,46,6,1,5,2
1870,1870,Priya Sharma,47,7,2,1,1
1871,1871,Rahul Joshi,48,8,3,2,2
1872,1872,Deepak Reddy,49,1,4,3,1
1873,1873,Aisha Bhat,50,2,5,4,2
1874,1874,Siddharth Singh,51,3,6,5,1
1875,1875,Meena Sharma,52,4,7,1,2
1876,1876,Kavita Joshi,53,5,1,2,1
1877,1877,Sanjay Reddy,54,6,2,3,2
1878,1878,Rajesh Bhat,55,7,3,4,1
1879,1879,Anita Singh,56,8,4,5,2
1880,1880,Priya Sharma,57,1,5,1,1
1881,1881,Rahul Joshi,58,2,6,2,2
1882,1882,Deepak Reddy,59,3,7,3,1
1883,1883,Aisha Bhat,60,4,1,4,2
1884,1884,Siddharth Singh,61,5,2,5,1
1885,1885,Meena Sharma,62,6,3,1,2
1886,1886,Kavita Joshi,63,7,4,2,1
1887,1887,Sanjay Reddy,64,8,5,3,2
1888,1888,Rajesh Bhat,65,1,6,4,1
1889,1889,Anita Singh,66,2,7,5,2
1890,1890,Priya Sharma,22,3,1,1,1
1891,1891,Rahul Joshi,23,4,2,2,2
1892,1892,Deepak Reddy,24,5,3,3,1
1893,1893,Aisha Bhat,25,6,4,4,2
1894,1894,Siddharth Singh,26,7,5,5,1
1895,1895,Meena Sharma,27,8,6,1,2
1896,1896,Kavita Joshi,28,1,7,2,1
1897,1897,Sanjay Reddy,29,2,1,3,2
1898,1898,Rajesh Bhat,30,3,2,4,1
1899,1899,Anita Singh,31,4,3,5,2
1900,1900,Priya Sharma,32,5,4,1,1
1901,1901,Rahul Joshi,33,6,5,2,2
1902,1902,Deepak Reddy,34,7,6,3,1
1903,1903,Aisha Bhat,35,8,7,4,2
1904,1904,Siddharth Singh,36,1,1,5,1
1905,1905,Meena Sharma,37,2,2,1,2
1906,1906,Kavita Joshi,38,3,3,2,1
1907,1907,Sanjay Reddy,39,4,4,3,2
1908,1908,Rajesh Bhat,40,5,5,4,1
1909,1909,Anita Singh,41,6,6,5,2
1910,1910,Priya Sharma,42,7,7,1,1
1911,1911,Rahul Joshi,43,8,1,2,2
1912,1912,Deepak Reddy,44,1,2,3,1
1913,1913,Aisha Bhat,45,2,3,4,2
1914,1914,Siddharth Singh,46,3,4,5,1
1915,1915,Meena Sharma,47,4,5,1,2
1916,1916,Kavita Joshi,48,5,6,2,1
1917,1917,Sanjay Reddy,49,6,7,3,2
1918,1918,Rajesh Bhat,50,7,1,4,1
1919,1919,Anita Singh,51,8,2,5,2
1920,1920,Priya Sharma,52,1,3,1,1
1921,1921,Rahul Joshi,53,2,4,2,2
1922,1922,Deepak Reddy,54,3,5,3,1
1923,1923,Aisha Bhat,55,4,6,4,2
1924,1924,Siddharth Singh,56,5,7,5,1
1925,1925,Meena Sharma,57,6,1,1,2
1926,1926,Kavita Joshi,58,7,2,2,1
1927,1927,Sanjay Reddy,59,8,3,3,2
1928,1928,Rajesh Bhat,60,1,4,4,1
1929,1929,Anita Singh,61,2,5,5,2
1930,1930,Priya Sharma,62,3,6,1,1
1931,1931,Rahul Joshi,63,4,7,2,2
1932,1932,Deepak Reddy,64,5,1,3,1
1933,1933,Aisha Bhat,65,6,2,4,2
1934,1934,Siddharth Singh,66,7,3,5,1
1935,1935,Meena Sharma,22,8,4,1,2
1936,1936,Kavita Joshi,23,1,5,2,1
1937,1937,Sanjay Reddy,24,2,6,3,2
1938,1938,Rajesh Bhat,25,3,7,4,1
1939,1939,Anita Singh,26,4,1,5,2
1940,1940,Priya Sharma,27,5,2,1,1
1941,1941,Rahul Joshi,28,6,3,2,2
1942,1942,Deepak Reddy,29,7,4,3,1
1943,1943,Aisha Bhat,30,8,5,4,2
1944,1944,Siddharth Singh,31,1,6,5,1
1945,1945,Meena Sharma,32,2,7,1,2
1946,1946,Kavita Joshi,33,3,1,2,1
1947,1947,Sanjay Reddy,34,4,2,3,2
1948,1948,Rajesh Bhat,35,5,3,4,1
1949,1949,Anita Singh,36,6,4,5,2
1950,1950,Priya Sharma,37,7,5,1,1
1951,1951,Rahul Joshi,38,8,6,2,2
1952,1952,Deepak Reddy,39,1,7,3,1
1953,1953,Aisha Bhat,40,2,1,4,2
1954,1954,Siddharth Singh,41,3,2,5,1
1955,1955,Meena Sharma,42,4,3,1,2
1956,1956,Kavita Joshi,43,5,4,2,1
1957,1957,Sanjay Reddy,44,6,5,3,2
1958,1958,Rajesh Bhat,45,7,6,4,1
1959,1959,Anita Singh,46,8,7,5,2
1960,1960,Priya Sharma,47,1,1,1,1
1961,1961,Rahul Joshi,48,2,2,2,2
1962,1962,Deepak Reddy,49,3,3,3,1
1963,1963,Aisha Bhat,50,4,4,4,2
1964,1964,Siddharth Singh,51,5,5,5,1
1965,1965,Meena Sharma,52,6,6,1,2
1966,1966,Kavita Joshi,53,7,7,2,1
1967,1967,Sanjay Reddy,54,8,1,3,2
1968,1968,Rajesh Bhat,55,1,2,4,1
1969,1969,Anita Singh,56,2,3,5,2
1970,1970,Priya Sharma,57,3,4,1,1
1971,1971,Rahul Joshi,58,4,5,2,2
1972,1972,Deepak Reddy,59,5,6,3,1
1973,1973,Aisha Bhat,60,6,7,4,2
1974,1974,Siddharth Singh,61,7,1,5,1
1975,1975,Meena Sharma,62,8,2,1,2
1976,1976,Kavita Joshi,63,1,3,2,1
1977,1977,Sanjay Reddy,64,2,4,3,2
1978,1978,Rajesh Bhat,65,3,5,4,1
1979,1979,Anita Singh,66,4,6,5,2
1980,1980,Priya Sharma,22,5,7,1,1
1981,1981,Rahul Joshi,23,6,1,2,2
1982,1982,Deepak Reddy,24,7,2,3,1
1983,1983,Aisha Bhat,25,8,3,4,2
1984,1984,Siddharth Singh,26,1,4,5,1
1985,1985,Meena Sharma,27,2,5,1,2
1986,1986,Kavita Joshi,28,3,6,2,1
1987,1987,Sanjay Reddy,29,4,7,3,2
1988,1988,Rajesh Bhat,30,5,1,4,1
1989,1989,Anita Singh,31,6,2,5,2
1990,1990,Priya Sharma,32,7,3,1,1
1991,1991,Rahul Joshi,33,8,4,2,2
1992,1992,Deepak Reddy,34,1,5,3,1
1993,1993,Aisha Bhat,35,2,6,4,2
1994,1994,Siddharth Singh,36,3,7,5,1
1995,1995,Meena Sharma,37,4,1,1,2
1996,1996,Kavita Joshi,38,5,2,2,1
1997,1997,Sanjay Reddy,39,6,3,3,2
1998,1998,Rajesh Bhat,40,7,4,4,1
1999,1999,Anita Singh,41,8,5,5,2
2000,2000,Priya Sharma,42,1,6,1,1
2001,2001,Rahul Joshi,43,2,7,2,2
2002,2002,Deepak Reddy,44,3,1,3,1
2003,2003,Aisha Bhat,45,4,2,4,2
2004,2004,Siddharth Singh,46,5,3,5,1
2005,2005,Meena Sharma,47,6,4,1,2
2006,2006,Kavita Joshi,48,7,5,2,1
2007,2007,Sanjay Reddy,49,8,6,3,2
2008,2008,Rajesh Bhat,50,1,7,4,1
2009,2009,Anita Singh,51,2,1,5,2
2010,2010,Priya Sharma,52,3,2,1,1
2011,2011,Rahul Joshi,53,4,3,2,2
2012,2012,Deepak Reddy,54,5,4,3,1
2013,2013,Aisha Bhat,55,6,5,4,2
2014,2014,Siddharth Singh,56,7,6,5,1
2015,2015,Meena Sharma,57,8,7,1,2
2016,2016,Kavita Joshi,58,1,1,2,1
2017,2017,Sanjay Reddy,59,2,2,3,2
2018,2018,Rajesh Bhat,60,3,3,4,1
2019,2019,Anita Singh,61,4,4,5,2
2020,2020,Priya Sharma,62,5,5,1,1
2021,2021,Rahul Joshi,63,6,6,2,2
2022,2022,Deepak Reddy,64,7,7,3,1
2023,2023,Aisha Bhat,65,8,1,4,2
2024,2024,Siddharth Singh,66,1,2,5,1
2025,2025,Meena Sharma,22,2,3,1,2
2026,2026,Kavita Joshi,23,3,4,2,1
2027,2027,Sanjay Reddy,24,4,5,3,2
2028,2028,Rajesh Bhat,25,5,6,4,1
2029,2029,Anita Singh,26,6,7,5,2
2030,2030,Priya Sharma,27,7,1,1,1
2031,2031,Rahul Joshi,28,8,2,2,2
2032,2032,Deepak Reddy,29,1,3,3,1
2033,2033,Aisha Bhat,30,2,4,4,2
2034,2034,Siddharth Singh,31,3,5,5,1
2035,2035,Meena Sharma,32,4,6,1,2
2036,2036,Kavita Joshi,33,5,7,2,1
2037,2037,Sanjay Reddy,34,6,1,3,2
2038,2038,Rajesh Bhat,35,7,2,4,1
2039,2039,Anita Singh,36,8,3,5,2
2040,2040,Priya Sharma,37,1,4,1,1
2041,2041,Rahul Joshi,38,2,5,2,2
2042,2042,Deepak Reddy,39,3,6,3,1
2043,2043,Aisha Bhat,40,4,7,4,2
2044,2044,Siddharth Singh,41,5,1,5,1
2045,2045,Meena Sharma,42,6,2,1,2
2046,2046,Kavita Joshi,43,7,3,2,1
2047,2047,Sanjay Reddy,44,8,4,3,2
2048,2048,Rajesh Bhat,45,1,5,4,1
2049,2049,Anita Singh,46,2,6,5,2
2050,2050,Priya Sharma,47,3,7,1,1
2051,2051,Rahul Joshi,48,4,1,2,2
2052,2052,Deepak Reddy,49,5,2,3,1
2053,2053,Aisha Bhat,50,6,3,4,2
2054,2054,Siddharth Singh,51,7,4,5,1
2055,2055,Meena Sharma,52,8,5,1,2
2056,2056,Kavita Joshi,53,1,6,2,1
2057,2057,Sanjay Reddy,54,2,7,3,2
2058,2058,Rajesh Bhat,55,3,1,4,1
2059,2059,Anita Singh,56,4,2,5,2
2060,2060,Priya Sharma,57,5,3,1,1
2061,2061,Rahul Joshi,58,6,4,2,2
2062,2062,Deepak Reddy,59,7,5,3,1
2063,2063,Aisha Bhat,60,8,6,4,2
2064,2064,Siddharth Singh,61,1,7,5,1
2065,2065,Meena Sharma,62,2,1,1,2
2066,2066,Kavita Joshi,63,3,2,2,1
2067,2067,Sanjay Reddy,64,4,3,3,2
2068,2068,Rajesh Bhat,65,5,4,4,1
2069,2069,Anita Singh,66,6,5,5,2
2070,2070,Priya Sharma,22,7,6,1,1
2071,2071,Rahul Joshi,23,8,7,2,2
2072,2072,Deepak Reddy,24,1,1,3,1
2073,2073,Aisha Bhat,25,2,2,4,2
2074,2074,Siddharth Singh,26,3,3,5,1
2075,2075,Meena Sharma,27,4,4,1,2
2076,2076,Kavita Joshi,28,5,5,2,1
2077,2077,Sanjay Reddy,29,6,6,3,2
2078,2078,Rajesh Bhat,30,7,7,4,1
2079,2079,Anita Singh,31,8,1,5,2
2080,2080,Priya Sharma,32,1,2,1,1
2081,2081,Rahul Joshi,33,2,3,2,2
2082,2082,Deepak Reddy,34,3,4,3,1
2083,2083,Aisha Bhat,35,4,5,4,2
2084,2084,Siddharth Singh,36,5,6,5,1
2085,2085,Meena Sharma,37,6,7,1,2
2086,2086,Kavita Joshi,38,7,1,2,1
2087,2087,Sanjay Reddy,39,8,2,3,2
2088,2088,Rajesh Bhat,40,1,3,4,1
2089,2089,Anita Singh,41,2,4,5,2
2090,2090,Priya Sharma,42,3,5,1,1
2091,2091,Rahul Joshi,43,4,6,2,2
2092,2092,Deepak Reddy,44,5,7,3,1
2093,2093,Aisha Bhat,45,6,1,4,2
2094,2094,Siddharth Singh,46,7,2,5,1
2095,2095,Meena Sharma,47,8,3,1,2
2096,2096,Kavita Joshi,48,1,4,2,1
2097,2097,Sanjay Reddy,49,2,5,3,2
2098,2098,Rajesh Bhat,50,3,6,4,1
2099,2099,Anita Singh,51,4,7,5,2
2100,2100,Priya Sharma,52,5,1,1,1
2101,2101,Rahul Joshi,53,6,2,2,2
2102,2102,Deepak Reddy,54,7,3,3,1
2103,2103,Aisha Bhat,55,8,4,4,2
2104,2104,Siddharth Singh,56,1,5,5,1
2105,2105,Meena Sharma,57,2,6,1,2
2106,2106,Kavita Joshi,58,3,7,2,1
2107,2107,Sanjay Reddy,59,4,1,3,2
2108,2108,Rajesh Bhat,60,5,2,4,1
2109,2109,Anita Singh,61,6,3,5,2
2110,2110,Priya Sharma,62,7,4,1,1
2111,2111,Rahul Joshi,63,8,5,2,2
2112,2112,Deepak Reddy,64,1,6,3,1
2113,2113,Aisha Bhat,65,2,7,4,2
2114,2114,Siddharth Singh,66,3,1,5,1
2115,2115,Meena Sharma,22,4,2,1,2
2116,2116,Kavita Joshi,23,5,3,2,1
2117,2117,Sanjay Reddy,24,6,4,3,2
2118,2118,Rajesh Bhat,25,7,5,4,1
2119,2119,Anita Singh,26,8,6,5,2
2120,2120,Priya Sharma,27,1,7,1,1
2121,2121,Rahul Joshi,28,2,1,2,2
2122,2122,Deepak Reddy,29,3,2,3,1
2123,2123,Aisha Bhat,30,4,3,4,2
2124,2124,Siddharth Singh,31,5,4,5,1
2125,2125,Meena Sharma,32,6,5,1,2
2126,2126,Kavita Joshi,33,7,6,2,1
2127,2127,Sanjay Reddy,34,8,7,3,2
2128,2128,Rajesh Bhat,35,1,1,4,1
2129,2129,Anita Singh,36,2,2,5,2
2130,2130,Priya Sharma,37,3,3,1,1
2131,2131,Rahul Joshi,38,4,4,2,2
2132,2132,Deepak Reddy,39,5,5,3,1
2133,2133,Aisha Bhat,40,6,6,4,2
2134,2134,Siddharth Singh,41,7,7,5,1
2135,2135,Meena Sharma,42,8,1,1,2
2136,2136,Kavita Joshi,43,1,2,2,1
2137,2137,Sanjay Reddy,44,2,3,3,2
2138,2138,Rajesh Bhat,45,3,4,4,1
2139,2139,Anita Singh,46,4,5,5,2
2140,2140,Priya Sharma,47,5,6,1,1
2141,2141,Rahul Joshi,48,6,7,2,2
2142,2142,Deepak Reddy,49,7,1,3,1
2143,2143,Aisha Bhat,50,8,2,4,2
2144,2144,Siddharth Singh,51,1,3,5,1
2145,2145,Meena Sharma,52,2,4,1,2
2146,2146,Kavita Joshi,53,3,5,2,1
2147,2147,Sanjay Reddy,54,4,6,3,2
2148,2148,Rajesh Bhat,55,5,7,4,1
2149,2149,Anita Singh,56,6,1,5,2
2150,2150,Priya Sharma,57,7,2,1,1
2151,2151,Rahul Joshi,58,8,3,2,2
2152,2152,Deepak Reddy,59,1,4,3,1
2153,2153,Aisha Bhat,60,2,5,4,2
2154,2154,Siddharth Singh,61,3,6,5,1
2155,2155,Meena Sharma,62,4,7,1,2
2156,2156,Kavita Joshi,63,5,1,2,1
2157,2157,Sanjay Reddy,64,6,2,3,2
2158,2158,Rajesh Bhat,65,7,3,4,1
2159,2159,Anita Singh,66,8,4,5,2
2160,2160,Priya Sharma,22,1,5,1,1
2161,2161,Rahul Joshi,23,2,6,2,2
2162,2162,Deepak Reddy,24,3,7,3,1
2163,2163,Aisha Bhat,25,4,1,4,2
2164,2164,Siddharth Singh,26,5,2,5,1
2165,2165,Meena Sharma,27,6,3,1,2
2166,2166,Kavita Joshi,28,7,4,2,1
2167,2167,Sanjay Reddy,29,8,5,3,2
2168,2168,Rajesh Bhat,30,1,6,4,1
2169,2169,Anita Singh,31,2,7,5,2
2170,2170,Priya Sharma,32,3,1,1,1
2171,2171,Rahul Joshi,33,4,2,2,2
2172,2172,Deepak Reddy,34,5,3,3,1
2173,2173,Aisha Bhat,35,6,4,4,2
2174,2174,Siddharth Singh,36,7,5,5,1
2175,2175,Meena Sharma,37,8,6,1,2
2176,2176,Kavita Joshi,38,1,7,2,1
2177,2177,Sanjay Reddy,39,2,1,3,2
2178,2178,Rajesh Bhat,40,3,2,4,1
2179,2179,Anita Singh,41,4,3,5,2
2180,2180,Priya Sharma,42,5,4,1,1
2181,2181,Rahul Joshi,43,6,5,2,2
2182,2182,Deepak Reddy,44,7,6,3,1
2183,2183,Aisha Bhat,45,8,7,4,2
2184,2184,Siddharth Singh,46,1,1,5,1
2185,2185,Meena Sharma,47,2,2,1,2
2186,2186,Kavita Joshi,48,3,3,2,1
2187,2187,Sanjay Reddy,49,4,4,3,2
2188,2188,Rajesh Bhat,50,5,5,4,1
2189,2189,Anita Singh,51,6,6,5,2
2190,2190,Priya Sharma,52,7,7,1,1
2191,2191,Rahul Joshi,53,8,1,2,2
2192,2192,Deepak Reddy,54,1,2,3,1
2193,2193,Aisha Bhat,55,2,3,4,2
2194,2194,Siddharth Singh,56,3,4,5,1
2195,2195,Meena Sharma,57,4,5,1,2
2196,2196,Kavita Joshi,58,5,6,2,1
2197,2197,Sanjay Reddy,59,6,7,3,2
2198,2198,Rajesh Bhat,60,7,1,4,1
2199,2199,Anita Singh,61,8,2,5,2
2200,2200,Priya Sharma,62,1,3,1,1
2201,2201,Rahul Joshi,63,2,4,2,2
2202,2202,Deepak Reddy,64,3,5,3,1
2203,2203,Aisha Bhat,65,4,6,4,2
2204,2204,Siddharth Singh,66,5,7,5,1
2205,2205,Meena Sharma,22,6,1,1,2
2206,2206,Kavita Joshi,23,7,2,2,1
2207,2207,Sanjay Reddy,24,8,3,3,2
2208,2208,Rajesh Bhat,25,1,4,4,1
2209,2209,Anita Singh,26,2,5,5,2
2210,2210,Priya Sharma,27,3,6,1,1
2211,2211,Rahul Joshi,28,4,7,2,2
2212,2212,Deepak Reddy,29,5,1,3,1
2213,2213,Aisha Bhat,30,6,2,4,2
2214,2214,Siddharth Singh,31,7,3,5,1
2215,2215,Meena Sharma,32,8,4,1,2
2216,2216,Kavita Joshi,33,1,5,2,1
2217,2217,Sanjay Reddy,34,2,6,3,2
2218,2218,Rajesh Bhat,35,3,7,4,1
2219,2219,Anita Singh,36,4,1,5,2
2220,2220,Priya Sharma,37,5,2,1,1
2221,2221,Rahul Joshi,38,6,3,2,2
2222,2222,Deepak Reddy,39,7,4,3,1
2223,2223,Aisha Bhat,40,8,5,4,2
2224,2224,Siddharth Singh,41,1,6,5,1
2225,2225,Meena Sharma,42,2,7,1,2
2226,2226,Kavita Joshi,43,3,1,2,1
2227,2227,Sanjay Reddy,44,4,2,3,2
2228,2228,Rajesh Bhat,45,5,3,4,1
2229,2229,Anita Singh,46,6,4,5,2
2230,2230,Priya Sharma,47,7,5,1,1
2231,2231,Rahul Joshi,48,8,6,2,2
2232,2232,Deepak Reddy,49,1,7,3,1
2233,2233,Aisha Bhat,50,2,1,4,2
2234,2234,Siddharth Singh,51,3,2,5,1
2235,2235,Meena Sharma,52,4,3,1,2
2236,2236,Kavita Joshi,53,5,4,2,1
2237,2237,Sanjay Reddy,54,6,5,3,2
2238,2238,Rajesh Bhat,55,7,6,4,1
2239,2239,Anita Singh,56,8,7,5,2
2240,2240,Priya Sharma,57,1,1,1,1
2241,2241,Rahul Joshi,58,2,2,2,2
2242,2242,Deepak Reddy,59,3,3,3,1
2243,2243,Aisha Bhat,60,4,4,4,2
2244,2244,Siddharth Singh,61,5,5,5,1
2245,2245,Meena Sharma,62,6,6,1,2
2246,2246,Kavita Joshi,63,7,7,2,1
2247,2247,Sanjay Reddy,64,8,1,3,2
2248,2248,Rajesh Bhat,65,1,2,4,1
2249,2249,Anita Singh,66,2,3,5,2
2250,2250,Priya Sharma,22,3,4,1,1
2251,2251,Rahul Joshi,23,4,5,2,2
2252,2252,Deepak Reddy,24,5,6,3,1
2253,2253,Aisha Bhat,25,6,7,4,2
2254,2254,Siddharth Singh,26,7,1,5,1
2255,2255,Meena Sharma,27,8,2,1,2
2256,2256,Kavita Joshi,28,1,3,2,1
2257,2257,Sanjay Reddy,29,2,4,3,2
2258,2258,Rajesh Bhat,30,3,5,4,1
2259,2259,Anita Singh,31,4,6,5,2
2260,2260,Priya Sharma,32,5,7,1,1
2261,2261,Rahul Joshi,33,6,1,2,2
2262,2262,Deepak Reddy,34,7,2,3,1
2263,2263,Aisha Bhat,35,8,3,4,2
2264,2264,Siddharth Singh,36,1,4,5,1
2265,2265,Meena Sharma,37,2,5,1,2
2266,2266,Kavita Joshi,38,3,6,2,1
2267,2267,Sanjay Reddy,39,4,7,3,2
2268,2268,Rajesh Bhat,40,5,1,4,1
2269,2269,Anita Singh,41,6,2,5,2
2270,2270,Priya Sharma,42,7,3,1,1
2271,2271,Rahul Joshi,43,8,4,2,2
2272,2272,Deepak Reddy,44,1,5,3,1
2273,2273,Aisha Bhat,45,2,6,4,2
2274,2274,Siddharth Singh,46,3,7,5,1
2275,2275,Meena Sharma,47,4,1,1,2
2276,2276,Kavita Joshi,48,5,2,2,1
2277,2277,Sanjay Reddy,49,6,3,3,2
2278,2278,Rajesh Bhat,50,7,4,4,1
2279,2279,Anita Singh,51,8,5,5,2
2280,2280,Priya Sharma,52,1,6,1,1
2281,2281,Rahul Joshi,53,2,7,2,2
2282,2282,Deepak Reddy,54,3,1,3,1
2283,2283,Aisha Bhat,55,4,2,4,2
2284,2284,Siddharth Singh,56,5,3,5,1
2285,2285,Meena Sharma,57,6,4,1,2
2286,2286,Kavita Joshi,58,7,5,2,1
2287,2287,Sanjay Reddy,59,8,6,3,2
2288,2288,Rajesh Bhat,60,1,7,4,1
2289,2289,Anita Singh,61,2,1,5,2
2290,2290,Priya Sharma,62,3,2,1,1
2291,2291,Rahul Joshi,63,4,3,2,2
2292,2292,Deepak Reddy,64,5,4,3,1
2293,2293,Aisha Bhat,65,6,5,4,2
2294,2294,Siddharth Singh,66,7,6,5,1
2295,2295,Meena Sharma,22,8,7,1,2
2296,2296,Kavita Joshi,23,1,1,2,1
2297,2297,Sanjay Reddy,24,2,2,3,2
2298,2298,Rajesh Bhat,25,3,3,4,1
2299,2299,Anita Singh,26,4,4,5,2
2300,2300,Priya Sharma,27,5,5,1,1
2301,2301,Rahul Joshi,28,6,6,2,2
2302,2302,Deepak Reddy,29,7,7,3,1
2303,2303,Aisha Bhat,30,8,1,4,2
2304,2304,Siddharth Singh,31,1,2,5,1
2305,2305,Meena Sharma,32,2,3,1,2
2306,2306,Kavita Joshi,33,3,4,2,1
2307,2307,Sanjay Reddy,34,4,5,3,2
2308,2308,Rajesh Bhat,35,5,6,4,1
2309,2309,Anita Singh,36,6,7,5,2
2310,2310,Priya Sharma,37,7,1,1,1
2311,2311,Rahul Joshi,38,8,2,2,2
2312,2312,Deepak Reddy,39,1,3,3,1
2313,2313,Aisha Bhat,40,2,4,4,2
2314,2314,Siddharth Singh,41,3,5,5,1
2315,2315,Meena Sharma,42,4,6,1,2
2316,2316,Kavita Joshi,43,5,7,2,1
2317,2317,Sanjay Reddy,44,6,1,3,2
2318,2318,Rajesh Bhat,45,7,2,4,1
2319,2319,Anita Singh,46,8,3,5,2
2320,2320,Priya Sharma,47,1,4,1,1
2321,2321,Rahul Joshi,48,2,5,2,2
2322,2322,Deepak Reddy,49,3,6,3,1
2323,2323,Aisha Bhat,50,4,7,4,2
2324,2324,Siddharth Singh,51,5,1,5,1
2325,2325,Meena Sharma,52,6,2,1,2
2326,2326,Kavita Joshi,53,7,3,2,1
